content	polarity	
dāmai vakag iemācīt mut3es darbu, vīrs laimīgs un pati efektīvāk strādās.		
Kaut kas te skan kā bleķis		
Padomju Latvija turpinās, lai kā āža kāju krāsotu, savu būtību tā nav mainījusi 		
Viduslaikos neapzinīgie tumsoņas sarīkoja tādu globālo sasilšanu, ka vikingi Grenlandē nodarbojās ar zemkopību.		
"Lohners uz starta rēķina zaudē Ķibermanim, bet trasē atgūst zaudēto --- interesanti gan kā viņs atgūst zaudēto, ja pat ieskrieties pienācīgi nevar? Kā tur īsti ir, jo lēnāk ieskrienies, jo ātrāk nobrauc? \
Bet mūsējie malači Vācu tracē starp Vāciešiem 2 Vieta ir Apsvaicama! Paldies! \
"		
Gerkens ar Šleseru mācījās saukt valstī turpat kur Gobzems. Kāpēc norej Vienotību, ja realitāte viņiem bija mazāka teikšana visas valdības, kur bija kopā ar Gobzems draugiem?		
Блин. Как с меня срисовано. Все пункты совпали))		
Da labi. Ne par velti viņiem šitās bāzes kambarī, slieču čeholā konītis noglabāts. Vakarā būs atbrīvojušies pilnībā! Nav jautājumu. Respect!		
"Смирнов то экономист а я ему верю,идеи толковые.\
А ещё есть у нас Зайцева,Карклиня,н и их советов не слушают."		
biju vecriga otraa dienaa.... es dieneju izlukos.mans secinajums ,viss tika organizets..... rakstija ka nema brugi un meta pa logiem,lai kads pamegina izlauzt brugi.... otraa ritaa veel bija smukas kaudzites uz sturiem saliktas...tatad viss bija sarakstits scenarijaa....tikai rezisors tagad smej...		
"&quot; Вылетая в страны ЕС, паспортного контроля нет. &quot;, da chto VI? Kogda poslednij raz letali? I uletaja i priletaja iz/v lubuu stranu ES NUZNO pred'javit' passe POGRANICHNIKU. \
(letau 3-4 raza v god)"		
Ko arī neslēpj, ka ir kopā ar 		
Un kur mūsu super unikālais drons:) ,kas dzēš mājas un snovbordistus velk pa ezeru :) :) lauki....bl		
20-го ушел, 230го новость. Получается три недели жил в лесу. Интересуют подробности. Что ел, что пил, как спал, какие это дает ощущения и тп. Возьмите интервью, делфи?		
Tas blats pie Trampa tak Kaimiņam!		
japanaak lai tirgotaji ar likumu liek devielas cenas internetaa kaa to dara Vacijaa - tad bus iespeja apletu izveifot kursh pasaka leetaako cenu konkreetaa attaalimaa. Vacijaa taa var pat 15% leetaak nopirkt 5km radiusaa. aplets saucas klevertanken		
xxx		
xxx		
Izbrīnu jau rada izcenojumi....		
Ты помоему сам оттуда, расскажи как там		
kas tā vācu bobam aizmugurē par kustīgo asi, mums arī tādu vajag.		
Un Jums tas normāli liekas, ka diletanti pie teikšanas?		
Interesanti, ka norej viņš ne tikai jkp bet arī vienotību. Vienotība tagad pasaka, tad tagad vairāk uz jkp rej. Bet kpv un samazgas viņš nekad nav 		
caucei jābučo fogelim kājas, jo praktiski viduvēja atlēte var sevi realizēt diezgan marginālā sporta veidā, katru gadu saņemot vēl prēmijas par kaut kādām vietām. fogelis viņiem saklājis tādu galdiņu, ka liela daļa nemaz negrib beigt sportot. piķis tik nāk.		
Pilnīgi piekrītu! Es savu dīzelīti nedaudz pačakarēju ar cirkuļa degvielu, bet pēdējo gadu boikotēju cirkuli un pildos NESTE. Dīzelītis sāk atveseļoties!!!		
Ir arī cits pieņēmums: vide veido cilvēku. 		
не настоящий , ухи не медвежьи ...		
Tur jābūt klaunam.		
Nu nepatīk man ja spēlējas ar tautas likteni 		
Самое главное, что гос. языком владеют.		
Un mantojuns no vecmaminjas, 800 tk? &#x1F923		
"Да-да конечно никто не оставляет дверь без присмотра до прихода хозяев. А в это время в 2 кварталах на улице грабят или насилуют, а экипаж полиции сидит и охраняет Ваш разорвавшийся шланг.\
Не дошло ещё? Не хватает на каждый разорвавшийся шлаг полицейских."		
все там будем ...		
Dīvaini gan.Atomkara rezultātā taču nebūs,kas maksā nodokļus! ))		
ha ha pilnībā atslābt nevajag tad var biksēs kaut kas iesprukt.		
слабак , не дотянул до весны ...		
слабак , не дотянул до весны ...		
" Хам ты какой-то неумный .\
Набирай в ютуб Евгений Спицын. &quot;Польша и другие лимитрофы&quot;\
А то так и помрёшь дурачком.\
"		
Viņa cenšas līdzināties tukšpaurei, un tas viņai labi izdodas.		
P.S. 2/3 celtnieku ukraiņi.		
Ягель		
Loģiski. Startā 2. braucienā Lohners bija par 0,05 sekundēm sliktāks par Ķibermani. Tā kā pēc 1. brauciena Lohners bija priekšā par 0,04 sekundēm, sanāca, ka uz 2. starta rēķina Ķibermanis tajā nogrieznī summā bija Lohneram jau priekšā par 0,01 sekundi. Pēc tam gan Lohners kāpināja ātrumu, summā Ķibermani tomēr apdzenot un beigās esot priekšā 0,18 sekundes. Visa matemātika.		
Ja tā, tad tā sporta saimniecība ir lielākā ķīselī nekā rādās!		
Вы хватили! Во времена милиции не было капитала, квартиры были государственные, правила диктовали сверху, поэтому сравнивать тогда и сейчас нет смысла. Правда ОБХСС работала отлично.		
С этим спорить я не берусь, но есть ещё понятие &quot;экономическая целесообразность&quot; . Условно говоря не надо строить завод если у тебя нет рынка сбыта, а вот это уже дело и политиков в том числе.		
Neņem galvā. Pravietis ir koloboracionists. Mēsls, kurš ienīst Latviju, bet Latvijā dzīvot patīk, lai jau smird savos mēslos. Par Rīgu!		
Gailis ir gailis - trekns vai liess. Olas tāpat ne no viena nevar gaidīt.Būtu labāk neplātījies ar savu treknumu un stulbumu.		
Mūsējie varētu parādīt klasi un pakaļā uzlikt pat DIVAS kustīgās asis!!! :D		
Kā sauc to prestižo Ukrainas konkursu,bez nosaukuma laikam ....		
Dinamo Šodien jāuzvar, visa komanda spēlē līmenī!		
Чем больше давят на Россию, тем лучше рузельтаты. Такова природа русских людей! Вперед Россия, я за тебя!		
Vajadzētu ar likumu noteikt, ka viekalam kura telpas pārsniedz 1000m2 drīkst tirgot tikai Latvijā ražotas preces.		
Усы ему, вылитый Адик Шикльгру́бер ))))		
Патриоты хреновы,вы должны на латышском общаться,почему же вы от министров требуете хороший английский,а от русских латышский.?Бессовестные,		
Вот это Даааааааааааааа ! Какое блестящее завершение спортивных «уикэндов» в РОССИЙСКОМ исполнении. Мужчины-биатлонисты во главе с Логиновым налету «умыли» лягушатников во главе с Фуркадом и норвежцев ! Женщины в биатлоне, впервые с 2012 года, тоже, в немецком Оберхофе, победно завершили гонку, успев взять у болельщиков флаг РОССИИ, чтобы пересечь финишную черту с ним. Я уже не говорю про сегодняшнюю победу в Сигулде российского саночника Семена Павличенко. ЭТО — стремительно возрождающаяся РОССИЯ ! Мы любим тебя !		
Nepilngadīgajam ³/4, nāksies tevi apbēdināts šveicieši &quot;laiza kurpes&quot; štatiem ka siekalas šķist. Viņu bankas informē FIB, interpolācijas utt, jo bez štatu un EIROPAS LABVELIBAS VINIEM BUS 		
"Vecrīgas grautiņu dalībnieki, bija arī galvenie Latvijas smagās krīzes izraisītāji.\
Nav noslēpums, kļa ļotidaudzi no šiem Vecrīgas grautiņu dalībniekiem strādāja celtniecībā par Aplokšņu algām un citos veidos nemaksāja nodokļus, pērkot nelegālo degvielu, cigaretes un šņabi, neprasīja  čekus un kvītis frizētavās un autoservisos utt.\
Latvija piedzīvoja viss smagāko krīzi, bija jāņem miljardiem lielais SVF aizņēmums.\
Valsts bija no vesta līdz bankrotam, bet to izraisīja Aplokšņu algu saņēmēji un citi nodokļu nemaksātājus kuriem pateicoties Valsts kasē bija tukšums. \
​​​​​​​.P.S. Vēlāk tikai Pasaules banka, Eiropas komisija un padome, un pat Latvijas republikas Finanšu ministrija ar visu VID atzina ka Latvijā ir Eiropas savienībā lielākā Ēnu ekonomika, kas nav mērāma simtos miljonu, bet gan miljardos."		
Ну почему же Можно еще культурно походить по торговому центру		
Ну почему же Можно еще культурно походить по торговому центру		
"Vecrīgas grautiņu dalībnieki, bija arī galvenie Latvijas smagās krīzes izraisītāji.\
Nav noslēpums, kļa ļotidaudzi no šiem Vecrīgas grautiņu dalībniekiem strādāja celtniecībā par Aplokšņu algām un citos veidos nemaksāja nodokļus, pērkot nelegālo degvielu, cigaretes un šņabi, neprasīja  čekus un kvītis frizētavās un autoservisos utt.\
Latvija piedzīvoja viss smagāko krīzi, bija jāņem miljardiem lielais SVF aizņēmums.\
Valsts bija no vesta līdz bankrotam, bet to izraisīja Aplokšņu algu saņēmēji un citi nodokļu nemaksātājus kuriem pateicoties Valsts kasē bija tukšums. \
​​​​​​​.P.S. Vēlāk tikai Pasaules banka, Eiropas komisija un padome, un pat Latvijas republikas Finanšu ministrija ar visu VID atzina ka Latvijā ir Eiropas savienībā lielākā Ēnu ekonomika, kas nav mērāma simtos miljonu, bet gan miljardos!!!!!!!"		
"Daži ir savas partijas patrioti un nav jāgaida Lemberga ziedojumus.\
.... KPV pat pensionāri savas pensijas nes ... :) Tev to nesaprast .... :):)"		
Biju tajā mītiņā, tāpēc man ir tiesības uz savu viedokli. Tiesa, aizgāju līdz ar mītiņa beigām un tikai radio dzirdeju par tā turpinājumu. Uzskatu, ka bija jabūt tiesas blakuslēmumam, kurā norādīts uz šo tautas nemieru cēloņiem - uz valdības faktiski prettautisko uz kliedzošu sociālo netaisnību vērsto kursu! Ja valdības darbs būtu normals - nebūtu ne mītiņa, ne tam sekojošo nemieru!		
Ko tu saproti ar konservatīvi? Atteiksies no kalkulatoriem un rekinasim tikai uz papīra?		
"А как это- был рынок сбыта но все заводы фабрики порушили.\
В первую независимость ВЭФ построили а во вторую снесли,и многое ещё?"		
А вот интересно ,почему в защиту русских во все времена с 1905 года и по сей день ,бусурмане всегда выступают защитниками? Не пойму,в русскими что то не так или это все на генетическом уровне заложено? А в барабаны бить,это или перезрелые пионеры или дурь очередная? 		
Apsveicu Ķibermaņa četrinieku un mūs līdzjutējus ar Eiropas čempionāta sudrabu !		
Cauce jau savu laiku novālējusi...		
Один вопрос: а разве сироты не продолжают получать пособие по утере кормильца на время учебы в вузе? А далее (вне зависимости от ответа на предыдущий вопрос) - есть подозрение, что, коль скоро было бы принято решение по выделению бюджетных мест для данного контингента, то опять появится какая-нибудь КОМИССИЯ по регулированию (руководству, распределению и т.п.) и вот туда-то и потекут бюджетные денежки, и вот в ней-то будут работать отнюдь не сироты, а кто надо.		
Ну как там, цыпленок фуркад уже плакал ?В женскую сборную ещё не перешёл от горя?В стринги не переоделся?		
Francijā ir OIK		
Un kādus kursus jāiziet, lai &quot;sistēmas kļūme&quot; neizsūta aplamas vēstules?		
Kāpēc? Re kā tērē naudu! Kāds tur ķīselis? Veči visu sakārtojuši. Sporta veids nekāds, bet kopumā jau sports, tāpat kā augstās mākslas ir domāti šaurpierīgiem fanātiķiem. Arī Hermanis taču visu ir sev apkārt sakārtojis, algu ieskaitot, bet uz Eiropas skatuvēm viņu izsvilpj ;)		
И насчёт базара и петухов с гусями.....Можно сказать--идите покупайте гусей, но тогда надо и объяснить как это лучше сделать а г-н Смирнов просто сказал --идите и покупайте гусей.		
Pirmās Latvijas laikā Rīgā bija kinoteātris &quot;Akropole&quot;, ko tauta sauca vienkāršāk - kroplis. Cerams, ka tradīcija tiks turpināta!		
Kādu es šodien lohu redzēju Jelgavas novadā! Džeks nopircis Audi-Q7 3,0 TDI... Apskatos CSDD datus, izrādās, ka nobraukums jau 290 tūkst.km. Pirkt premium zīmola stipri nobrauktu dīzeli - tas reāli nozīmē nemitīgu ņemšanos ar dārgiem remontiem...		
Blats pie Trampa dubultpilsonim Kariņam...:) Freiberga vismaz atteicās no savas Kanādas pilsonības īsi pirms prezidentūras sākuma :):) Gaidām Kariņa patriotisko soli......:):)		
Kādu es šodien lohu redzēju Jelgavas novadā! Džeks nopircis Audi-Q7 3,0 TDI... Apskatos CSDD datus, izrādās, ka nobraukums jau 290 tūkst.km. Pirkt premium zīmola stipri nobrauktu dīzeli - tas reāli nozīmē nemitīgu ņemšanos ar dārgiem remontiem...		
Mūsu biatlona izlase šodien esot labi nostartējusī stafetē - Delfos nav manīts atreferējums.		
Nez kad cilvēciņi sapratis, ka šie globālie importa spekulanti izģerbj Latvijas tautu. 		
Valsts kasē tukšums bija, jo Godmanis miljardu iegrūda parexā+ plīsa burbulis nekustamo jomā.		
Acīmredzot, loģika nav Tava stiprā puse. Diemžēl. Cik reizes var norādīt, ka aplokšņu algas nav darba ņēmēju problēma, bet gan attiecas tikai uz varas un uzņēmēju attiecībām. Vara pieņem ekonomiski pamatotus vai nepamatotus likumus, kurus uzņēmēji vai nu pilda vai attiecīgi nepilda. Mēģinājums novelt atbildību uz darba ņēmējiem - frizieriem, automehaniķiem utt, kuri nemaz nevar ietekmēt šo lietu, nozīmē mēģinājumu izvairīties no atbildības par pašu apzināti sastrādātajām nelietībām - sauksim jau nu īstajos vārdos!		
Ваша правда! А что до подобных пиявок (если серьезно) - есть такие, глоточные пиявки. Не у нас. Но воду пить из открытых водоемов не стоит. А &quot;на югах&quot; вообще поосторожнее - там не только такие паразиты.		
Тачу нау валстс валода, как говорится...		
Kur netā rāda?Paldies		
Kādu es šodien jefiņu redzēju Jelgavas novadā! Džeks nopircis pavecu Audi-Q7 3,0 TDI. Apskatījos, ka nobraukums jau 290 tūkst.km. Džeks dabūs ņemties ar remontiem...		
Kādu es šodien jefiņu redzēju Jelgavas novadā! Džeks nopircis pavecu Audi-Q7 3,0 TDI. Apskatījos, ka nobraukums jau 290 tūkst.km. Džeks dabūs ņemties ar remontiem...		
Kādu es šodien jefiņu redzēju Jelgavas novadā! Džeks nopircis pavecu Audi-Q7 3,0 TDI. Apskatījos, ka nobraukums jau 290 tūkst.km. Džeks dabūs ņemties ar remontiem...		
iemācies rakstīt, esi tik laipns		
"Beidzot man ir patiess prieks par manu nodokļu mērķtiecīgu un saprātīgu izlietojumu. Tagad tikai lūdzu neatslābt! Vēl var sarīkot mācības par citām tēmām - ķīmiskais piesārņojums, rīcība kontaktā ar sprāgstvielām, Rīcība ar ķīmiski bīstamām degtspējīgām vielām, kuras ir radioaktīvas, alkometru lietošanas kursi, efektīga termometru lietošana, pareiza un droša izkapts asināšana, šampānieša netraumatiska atvēršana ... (vērsieties pie manis - idejas vēl piemetīšu)\
Un pats galvenais tagad neapstāties pie VID darbiniekiem. Ir taču vēl policija, armija, PVD, Valsts kanceleja, saeima, katra ministrija atsevišķi, medicīnas personāls, pastnieki, sētnieki, apsargi, DELFI lasītāji, komentāru rakstītāji...\
Un tad varēs likvidēt VUGD struktūru, jo visi jau tā būs apmācīti novērst visiespējamās katastrofas. VUGD darbinieki varēs doties strādāt uz VID, kur Valsts (nodokļu maksātāju) apmaksātos kursos apgūs ..."		
Bļin 0.1 sekunde divos braucienos tagad saucas - ne tik labi slīd &#x1F606&#x1F606&#x1F606&#x1F606		
Не все квартиры были государственные , а перед законом люди были гораздо ровнее .Сколько максиму ловили на торговле просрочкой , много хозяев присело ?? Сколько наркоточек , люди в открытую адреса писали , а точки так и торгуют .Один шутя присоединил Латвию к РФ и присел , другой публично называл русских вшами и тишина ...		
 Gribu atbalstīt cienījamo autoru. 1) kas attiecas uz &quot;īpatnis&quot;, tad jāsaka, ka tik traki nav, un te ir arī lielāki duraki; 2) sakari, enerģētika, transports, policija un medicīna vienmēr ir bijušas valsts lietas. Te nav runas par ienesīgumu. Tā ir valsts suverenitātes un goda lieta. Normālās Eiropas valstīs, ja tur pastam ir jābūt, viņš tur ir, kaut vai viņu apmeklētu viens eskimoss gada laikā. Bet pasts stāv, no viņa var piezvanīt, nosūtīt vēstuli, paciņu. Nosūtīt telegrammu. Jā! Nosūtīt telegrammu! Pasts strādā 8 stundas, tur ir pastnieks, viņam pieved malku, pārtiku un tā viņš vada savas dienas. Un pasts stāv! Un katram aunam ir skaidrs,ka tur ir valsts, tur ir civilizācija. Ne visu var nopirkt par naudu. Ir lietas, kam cenas nav. Un šī ir vien no tām lietām!		
Man riebjas latviešu iedomība un stulbums, kurš progresējoši spiežas ārā pa visiem caurumiem un par to ir jāatgādina, jāatgādina un vēlreiz jāatgādina !!!!!!!!		
Vismaz kāds zin par ko ir stāsts. Un ļoti plašais jēdziens &quot;VID darbinieki&quot;.		
 а сам ты вырусь?		
Traktors kā tads Šlesers - lēns un ne visai gudrs		
Kāda tev daļa pastalniek		
Jo?		
Sāk likties ka jāpārtrauc maksāt nodokļus,jo šitas cirks jau vairs nav prātam aptverams.		
es tagad neesmu darbā, gaidu, kad resnā sieva atvilksies un pienākumu darīs. 		
Ir vienkāršas patiesības. Kaut ko šķiīu, greizu, samocītu pārtaisīt ir dārgāk un grūtāk nekā kaut ko izveidot no jauna. Problēmas ar e-veselību bija, ir un būs. Ja vēl piepluso valsts iestāžu un cakšveidīgo aroganci un nespēju atzīt kļūdas, tad problēmas ir tikpat kā garantētas.		
kamēr viņi te skaidro un taisnojas,tikmēr mēs lejam leišu degvielu		
"Žēl, ka Kristers Aparjods otrajā braucienā pazaudēja medaļu, bet vismaz ir labako četriniekā. Malacis! Tāpat arī Inārs Kivlenieks kurš iekļuva labāko desmitniekā.(izcīnīja 8. vietu).\
"		
а что там вредного то?		
Nav jau problēmu,pilnveidojies pa savu naudu.		
...un tāda miermīlīga &quot;tautas pastaiga&quot; sestdienā....200 aizturētie uz 84k tusētāju...katrā tusiņā, kur 1000 cilvēku sanāk, 2 toč piedzersies...:)		
Neredzu pagaidām nevienu iemeslu, lai es uz turieni kādreiz dotos 		
Paldies		
2026.būs 8 zelti olimpiskajās spēles 		
Brauc, neņem bērnus, jo viņiem ir mammas. Pats netā plātīties sāki, to arī gribēji. Ārzemēs nauda no gaisa nekrīt, te Latvijā darba ceļi izstaigāti. Ko tad svešumā sabiedrības dāma darīs. Vismaz par bērniem padomā, jo viņus citi par tevi apsmies. Galīgi dumjš vīrietis, ja pasaulē raida tādus tekstus.		
nu te, tu gan samuldējies		
Būtu labāk tur ielaiduši Tesco tīklu iekšā.		
Vai tiešām cena Cirkle K b-tankā LT 1.066 par litru un LV 1.190 ir starpība 7-9 centi?		
"Novalēs vēl un tad vēl.\
"		
а умение его хорошо приготовить Вы не учитываете в цене?		
"Super! Izcili! Malači!\
Apsveicu Latvijas kamaniņu sporta komandu (ar Kendiju Aparjodi, Kristeru Aparjodu un Oskaru Gudramoviču/Pēteri Kalniņu ar izcīnīto uzvaru) pasaules kausa posmā kamaniņu sporta komandu stafetē Siguldā!"		
"Это Смирнов говорил для тех кто связан с экономикой государства,а не рабочим и крестьянам. Кто там покупал евро,кто продавал-личное дело.А в Нац. банке 1 евро = 70 сантим жёстко.\
Вот государственные люди его и в кутузку упёрли- правду сказал и не тайну,они ведь тоже эту тему сами только обсуждали.\
А что он сказал сейчас, будет трудно - надо копить,так он же не приказывает,а предсказывает.\
А дело хозяйское."		
Не закроют казино , уберём их с должности , нафиг такие депутаты нужны .		
"Какие мы русские? Для таких провокаторов-нытиков:\
1) я жил в Рф и мы сильно разные даже с спб и мск по менталитету,а что уж говорить про Урал и т.д. \
2) У большинства тут русской крови то нету, нас объединяет только язык. У меня так же микс 5 наций.\
\
ну и какие мы &quot;русские&quot;? Так и есть, русскоязычные мы и ничего общего у нас с РФ нету :) А то что ты провокатор тут бузишь - ну таких диванных еще чуточку осталось, не сильно умных, но с умным видом думают что пишут нечто умное. \
\
Для людей что путешевствуют и изучают ситуацию изнутри - те в курсе каково в ЛВ сейчас и как +/- будет &quot;завтра&quot;, а диванные войска только для таких же диванных рекрутеров могут задеть - так что keep going ;DD\
"		
"PVN galvenie mazgātāji un no budžeta PVN izkrāpēji  - galvenokārt ir Aplokšņu Algu saņēmēji.\
Neviens uzņēmums neatkarīgi no tā vai tam ir 5 darbinieki vai 15 darbinieku vai 500 darbinieku nevar tā vienkārši no bankas konta, kases aparāta, vai seifa izņemt naudu un smuki sapakot priekš Aplokšņu algām.\
Lai varētu maksāt Aplokšņu algas uzņēmumam vispirms ir jāgriež PVN karuseļi un shēmas, lai vispār būtu melnā nelegālā nauda ko tajās Aplokšņu algsās izmaksāt.\
Ja uzņēmums maksā Aplokšņu algas, tad tas nemaksā ne PVN, ne Uzņēmuma peļņas nodokli, ne Dividenžu nodokļus, ne Progresīvo vai Solidaritātes nodokļus, ne visus pārējos Latvijas 15 spēkā esošos nodokļus.\
​​​​​​​PVN tiek mazgātāts un no Valts budžeta izkrāpta, ne jau lai to naudu uz baznīcu nestu vai trūkumu cietējiem ziedoti, bet tikai un vienīgi lai būtu melnā nauda ko maksāt Aplokšņu algām."		
Согласен. В 90-е рубили сплеча .Но тот же ВЭФ с открытием рынков потерял конкурентоспособность а вкладываться в модернизацию производства при наличии огромного числа радио гигантов никто не хотел (уж очень рискованно ). Но вот РЭЗ ,например, работает и очень успешно на Российский рынок .		
Иди и спроси у сантехника , как часто рвут шланти , Не дошло ещё ?		
Nafig mums to bomźu veici ?		
Вот так по грибы пойдёшь, а там йетти курземский, стремновато. В Болдерае тоже, говорят когда-то жил. Поесть то можно что-то придумать, но не мыться..		
"Traktoru jāvinnē ! \
Krievi iebruka 40. gadā skrandaiņi Lv."		
Galvenais, lai nesadomājas jau, ka ir uzvarējuši. Tā turpināt, tīri skatāmi šodien, ātrums, kombinācijas, momenti. Gaidu uzvaru! Savādāk nemaz nevar... Vitjaz bēg prom.		
Kā domā, kas to organizēja?		
http:// livetv.sx/enx/eventinfo/749871_dynamo_riga_traktor/		
"Imports ir jaapliek ar nopietniem nodokļiem, jo lielāki, jo labāk ieskaitot visu kas nāk caur ES\
\
"		
Русский вспоминайте, пригодится		
Tieši tā! Īsts fans vienmēr jutīs līdzi savai komandai! Ja skatās un izjūt prieku, ka savējie zaudē, tad tas ir slims cilvēks! Tikai Rīga, tikai Dinamo!		
Дебил		
Дебил		
Дебил		
Будем ходить с картой,как туристы.и искать ,где какая улица,дом.Оставьте все как есть.		
"Super! Izcili! Malači!\
Apsveicu Oskara Ķibermaņa četrinieku ar izcīnīto sudraba medaļu Eiropas čempionātā bobslejā!\
Un pats labākais bija tas, ka Oskars Ķibermanis apbrauca Frančesko Frīdrihu."		
"Начитался парень рассказов про семью Лыковых (первоисточник - газета &quot;Комсомольская правда&quot;).\
Следующий месяц проведет в полиции безопасности ..."		
Un pētiet tā aktīvāk, lai cilvēki vēl ātrāk turpina pamest savu Dzimteni.Pareizi reiz Krištopāns izteicās par VID, būtu zinājis kādu čūsku midzenis esmu radījis, es to nekad nebūtu darījis.		
Var pacīnīties, izskatās ir izredzes vinnēt, komanda ir labi noskaņojusies, to var manīt pēc spēles gaitas jau no pirmajām minūtēm.		
Krievi jau piedalās nevis tāpēc lai vinnētu bet tāpēc lai varētu pablēdīties,putins vēl par to medaļu iedos,un naudu no valsts budžeta lai izstrādā jaunu dopingu.		
Однако президент действует больше и в интересах своих друзей--разных ротенбергов, абрамовичей и т.д. .А своим народу повышает сроки выхода на пенсии и цэны.Нам то не надо вешать лапшу.		
Krievi vainīgi.		
Un Putins.		
Чуть запоздали , но... надо навёрстывать! А то ктоЖ нас без ЭТОГО крика уважать то будет! :-)		
ņikokogo pozitiva ņe vizivajet, no každij takoi, kaoi jestj... meru b jede, i bez probļem		
Куда смотрит Левитс?Это же грубое нарушение Преамбулы,в которой сказано о ехином гос-языке?		
tad vajag puteņa biļetes.		
Par saviem darbiem un nedarbiem ir jāatbild. Arī demokrātiskā valstī, vai me kremlin?		
Какая страна, такие и министры.		
а в биатлоне в Оберхофе в эстфете суперпоследние. тоже молодцы.		
Un bagātie tagad maksās mazāk, bet es ar savu A3 1.6 l benzīnieku varēšu ieskrieties. Zagļi, sakiet ka man nav taisnība, bet vis šis ir ar domu, lai ''slauktu'' mazturīgos Latvijas iedzīvotājus . Ne visi var nopirkt jaunu auto no salona, kur nu vēl atļauties elektromobīli. &gt;:(		
Varbūt ir intelekts un talants, jo citiem tādu nav.		
Latvieši, bļin! Zaudē apdirš, uzvar- apdirš! Tādēļ mūsu valstele ir tādā pēcpusē visās jomās! Jums ambīcijas lielākas nekā mūžam neapmierinātajiem krieviem! Pat Pavļičenko novēlēja mūsējiem uzvaru!		
а дукурсы уже понюхали, не воняет ли там, допингом, и пошли плакать друг к другу...		
Что за фонды? почему они получают выплаты за счёт РД,а рижанам постоянно повышаю плату за комунальные,...		
nu ne jau tiesa spriedīs tautai pieņemt geju kustību un nēģeru imigrantus, vai arī nē.		
Neraudi atraitnne,Jēzus dos rubuli, vēl jūs neesat manījuši ko nozīmē ,ko nozīmē viņķeliene.		
"milzu monstrs kaa muzejs bez cilveku pirktspejas ,kam vajadzigs?\
"		
"Šo murgu var skatīties tikai tie, kuri nav redzējuši agrākos iestudējumus. Kāds skatuves noformējums, lielas, ka aktieri paši ar maisu gar stūri dabūjuši .\
Žēl gan, nu arī Valmieras teātris pārgājis uz citu realitāti. Kāpēc vairs nevar iestudēt kādu P. Putniņa izrādi? Reālu, atbilstošu, saprotamu? Vai Latvijā trūkst latviešu režisoru? Vai visiem teātriem pilnīgi 100% jābūt vienādiem? Iestudējiet tad jaunos autorus, nebojājiet veco autoru darbus!! Skumji, nav vairs izrāžu, ko varētu skatīties un gūt dvēseles baudu!"		
Тоже про матрасы бы почитала, странная история 		
Надежла но нам то не нало вешать лапшу, что США такая невыносимая. Там ютятся и держат бабло все росиицские звёзды и олигархи. А в твоей Росии лучше живут?		
Статью я читала. Говорить можно все, что угодно. А то, что написано, это совсем другое. И это отводит всякие подозрения от родных и близких, в случае чего...И ставьте свою подпись, это уже документ ! Если не хотите, чтобы вас искали, так и напишите : &quot;Не ищите меня. &quot;		
УРА УРА !!!		
Re kā. Kad netaisa dopinga analīzes, mēs uzvaram.		
Vai Frančesko arī bija ar kustīgo asi pakaļā?		
Prostitūcija droši ir iedzimta, tā nav jāmāca!?!		
"Nez par ēveles galdniekiem viņi netaisās vēl kļūt..?\
Ja miljonu dārgus kursus nodrošina"		
"Teiciens, mēs esam mēs, bet jūs esat jūs.\
Izskatās pēc plāna ieviest totālu kontroli cilveku ikdienā,. Principā jasāk beidzot pacelt balsi, cik var čakarēt.Citadi šī visatļautība uzņem apgriezienus bet visi klusē. Tai vietā lai mainītu nodokļu politiku, ķeras pie nepareizā gala."		
Uuu... korķis bus kolosāls.. un ne tikai Maskavas ielā.. jo brauks arī no Lietuvas un Igaunijas..		
Es arī rīt labprāt izmantotu puteņa biļeti un nemaz ar mašīnu 		
Поэтому в Цирцле только если поссать заезжаю. 		
Agafonovs- prasts Pļaviņu blēdis, kurš aprecēja Ludzā priekšnieka meitu , un nu abi ar sievas tēvu zog cik var, jo viss ir nopirkts un nu nav , kas tiesā šo krieveli, kurš knapi šļupst latviski.		
Между прочим &quot; цыплёнок&quot; Фуркад в прошлой гонке преследования ликвидировал отставание от Логинова в 47 сек. и ещё добавил 10 сек. Выиграл у Логинова 57 сек. Да и сегодня прошел лучше Логинова. Не плохой цыплёнок?!!!		
Tas viņiem nav vajadzīgs.Un ir jau arī citi un senāki apdraudējumi.		
"Klīst baumas, ka saistībā ar &quot;otkatiem&quot; RD Ušakovs atkāpties neplāno.\
Tā runā."		
Nu ja čekas sponsorēto komandu uzskata par savējo......		
braucot tiešām dzert nevajadzētu, bet pirms un pēc -lūdzu		
"Un ,kad mācīs tautu, kā izrēķīnāties ar mūsu bērnu apzadzēju bērniem ???\
Dots pret dotu !"		
Rimčiks tur būs?, mans mīļais Azūrs aizklapēts, tas bija super ērts veiklas ar maz rindām.		
А эти только манетки новые штампуют. Прям как дурачки какие-то. 		
Es tā īsti nesaprotu, ko tāds patrijuks, slotiņš un kas tur vēl bija dara biatlonā, ja nespēj , tad uz priekšu, uz jaunām darba uzvarām, bet netraucējiet jaunajiem talantiem		
*монетки		
Ankipān!, kur ir Pedans?? Teici ka pastiprinājums!!!!		
Piekritu Cirkuļa degvielas kvalitāte ir slikta gan benzinam gan dizelim, un daudz atāk beidzās nekā neste vai viada ir pārbaudīts! Tā ir cirkuļa atbilde uz boikotu &#x1F602		
