content	polarity
Kaads sakars krieviem ar muusu bedreem?	SPEECH
Jā nu ir IKP tas ir tas ko LATVIJA vai jebkura valsts saražo produkcijas daudzums izteikts naudas izteiksmē uz vienu iedzīvotāju Bet LATVIJAS ierēdņi izgudrojuši citu IKP viņi tur pieskaita visas citas lietas visu ko var pieskatīt arī pakalpojumus par kuru sniegšanu valsts saņem naudu un nav izslēgts ka pieskaita arī nodokļu ieņēmumus Otra pozīcija CELTNIECĪBA tā būvē remontē ēkas kas neražo Tur trūkstot darbaspēks Jā trūkst bet trūkst tādi strādnieki kas strādā par zemām algām LATVIJA lai sasniegtu ES VĀCIJA minimālā alga 1200 LATVIJA 420 LATVIJAS celtnieki VĀCIJĀ pelna 2400 Bet citās ES valstīs bez starpniekiem ir 24 eiras stundā LATVIJĀ 5 eiras stundā Un pēdējais ir valstis PASAULĒ kas domā un dara par ražošanu un ekonomiku Jauna veida ražošanu Bet LATVIJA kā zeme ir skaista Un kas dzīvos vai tie būsim mēs vai citi	SPEECH
Dziivo ar ko ieveeleeja...	SPEECH
Izšaus pie konvertzāles atvēršamas !	SPEECH
"Pag, tad notikusi tiesa un gūti reāli pierādījumi, ka Krievijas specdienesti indējuši Skripaļus???\
Va velns, kad notika šī tiesas prāva??? Ja tāda nav bijusi, tad kopš kura laika, delfi nolemj, kurš vainīgs???\
Delfi nebaidās zaudēt cilvēktiesību tiesā?"	SPEECH
"Kurš tev traucē atvērt savu privāto veikalu, maksāt visus nodokļus pilnā apmērā un kaut Minimālās algas darbiniekiem, bet turēt zemas cenas un nebankrotēt???\
Lielveikalu darbinieki visa Eiropā un Pasaulē saņem nedaudz virs iztikas minimuma.\
​​​​​​​Arī latvieši, kas strādā Tesco, Morisons, ASDA, Aldi vairāk par likumā noteikto minimālo algu nekā nesaņem!!!!!"	SPEECH
Izskatās,ka maigi nosēdusies Magņitogorskā.......	SPEECH
"Paldies Nilam par darbu un skaistajiem svētkiem! \
\
Jaunu laimīgu gadu!"	SPEECH
Nākošo Habibu pie Meivezera uz pārmācību !	SPEECH
"
Vispirms paskaidroju tev morālais kropli, ka šāda veida blokmājas ir gana daudz arī Latvijā un arī pie mums reiz no reizes notiek kāda tradēdija, un kāda māja uziet gaisā. Vai tavā slimajā prātā arī mūsu valdība, jeb Krievijas valdība vainīga? Ej ārstējies slimniek!"	HATE
Ja negribat, lai slēdz slimnīcas un skolas, tad sakiet vienreiz nodokļus maksāt no savām Aplokšņu Algām! Valsts mūžīgi, daudzus gadus nevar dzīvot uz aizņemta miljardiem lieliem kredītiem, par ko katru gadu simtiem miljonu Eiro procentos vien jāmaksā, lai tik varētu uzturēt nodokļu nemaksātājus bērniem bezjēdzīgi daudz nevajadzīgas skolas, slimnīcas, bērnudārzus, ceļus, bibliotēkas, kultūras namus! JA RĪGAS APKAIMĒ DARBOJAS DAUDZ PRIVĀTO AUGSTSKOLU UN BĒRNUDĀRZU, TAD LAUKOS VAJADZĒJA VEIDOT PRIVĀTAS: SLIMNĪCAS POLIKLĪNIKAS SĀKUMSKOLAS PAMATSKOLAS VIDUSSKOLAS	SPEECH
Jo beigās sanāca slimgade.	SPEECH
"Janis Zarins 31.12.2018 14:10\
Prieksh kam nomainiit PSRS tjap-ljap stila maajas, ja var sacensties ar ASV ierochu razhoshanaa?\
-----------------------------------------------------------------------------------\
Vai Latvijā visas PSRS laika mājas jau nomainītas?"	SPEECH
ticēt brīnumam	SPEECH
NA pietuvinātajiem nesanāca šajā sakarā apzagties. Tāpēc lētāk.	SPEECH
Ēnu ekonomikai un Aplokšņu algām ir VIENS PAMAT CĒLONIS, TAS IR KAD PAR NODOKĻUS NEMAKSĀŠANU UN ALGU MAKSĀŠANU APLOKSNĒS NAV Smagi, nopietni, kārtīgi SODI..... Ja valdība, FM, VID Ēnu ekonomiku un Aplokšņu algas apkaros ar stulbām kampaņām TV, radio reklāmām, kauninot uzņēmējus un nodokļu nemaksātājus, kratot ar pirkstu un stāstot ka slikti ir nemaksāt nodokļus, NEKAS NEMAINĪSIES - IR BŪTISKI JĀCEĻ SODI par Aplokšņu algām un Nodokļu nemaksāšanu: MANTAS KONFISKĀCIJA, KONTU BLOĶĒŠANA, CIETUMS, ROKUDZELŽI	SPEECH
"Vājonis arī jaunajā gadā paliek vājonis.\
Kamēr nelabosim Satversmes kļūdas,\
tā kaut kā arī valsti vadīs..."	SPEECH
Tā nonāksim līdz zināmajam -- sava cūka, sava druva. Beidz troļļot. Svētki!	SPEECH
Nu drusku pūš, nu?	SPEECH
Varbuut kaads arceras Hugo Diega riikotaas balliites izdevumu un ienaakumu apreekjinus. Ienaakumu dalljaa bija postenis- atrasta pase uz Juulja Muulja vaarda ( ienaakums rblj. 10,-, tad shis “ienakums” paarstriipots sr pieziimi “ne vella neizspiediisi!”). Taada asociaacija! Izlasiet ar ST nosleegto liigumu’	SPEECH
Latvijai piemeties vējonis.	SPEECH
Pat komentēt negribas, labāk būtu paklusējis!	SPEECH
The love story about the order of things.	SPEECH
Labo darbu čempionu stāsts Rīgā diez ko neizdevās: ar saviem 3,5% vēlēšanās iegūto balsu, viņi atbalstīja koruptīvo varu galvaspilsētā...	SPEECH
Ivars nezin, ka Lauma jau sen sen nepieder latviešiem (līdzīgi kā Spodrība = Seal), bet daudzi darbinieki izveidojuši nelielas firmiņas, kas kuļas pamazām, pat veiksmīgākā daļa Diva Sharm aizvēra firmas veikalu Ogrē, vislabākās visu šo firmiņu preces var atrast Lietuvas tirgos un arī Igaunijā.	SPEECH
Jautājums: vai pašreizējais Rīgas mērs vēl sarakstās ar Krievijas spiegu Aleksandru Hapilovu un kā virzās viņu sarakstes nopludināšanas lietas tiesvedība?!	SPEECH
Dirsā to salūtu.... reāli varbūt 50 000 izmaksaja	HATE
Vēsture atkārtojas! Bija jau mums viens premjers, kurš mācīja tautiešiem zobus tīrīt, tagad viens māca vilcienā iekāpt un tramvajā uzvesties! Kučinski, varbūt vajadzēja paklusēt!	SPEECH
Raksta cilvēks, kurš tālu no reālās situācijas darba tirgū. Mums ir liels % to, kas nekad nav strādājuši un nestrādās. Mums ir valsts, kura visus gadus nespēj pati saražot pārtiku un pārējo iztikas līmeņa nodrošināšanai iedzīvotājiem. Naudu šķērdē novecojušam bruņojumam, toties valsts rezerves ir kā karsts kartupelis. Mums ir aizbraucēji, kuru bērni un mazbērni neparasti ātri asimilējas turienes vidē un tādi, kas atbraucot uz Latviju savā starpā nesarunājās latviski.	SPEECH
bet cik reizes proukrainiskie kaujinieki ir pārkāpuši ?	SPEECH
Kazaku rakstnieka Sholohova romaanaa “Pleesums” viens no galvenajiem varonjiem izskaidro “ partejiskaas pieejas” buutiibu: kaadam kaiminjam bijis ar varenu balsi apveltiits gailis, kura riita koncertus partijnieks klausiijies kaa sveetku koncertu Lielajaa traatrii. Tad izraadiijies, ka kaiminjsh ir “kontra”, un slavenais gailis momentaa kljuvis par “ nozheelojamu finierii piiksteetaaju”! Nezinu, kuras daamas ir un kuras nav “maishelnieces”, bet Baltijas celja noziimiigumu vismaz man un manai gjimenei maisi nekaadi neietekmee! Laimiigu Jauno gadu!	SPEECH
"Kaliningrada 31.12.2018 17:17\
Krievijā lielākā daļa iedzīvotāju dzīvo nabadzībā, mājas grūst, bet Putins tērē raķetēm. \
--------------------------------------------------------------------------------------------\
Latvijā visi nezina kur naudu bazt. Vieni miljonāri. 3. grupas invaliditātes pabalsts 67 euro. Visi invalīdi miljonāri, ražošanā par 12. h. darbadienu arī maksā nedaudz virs minimālās. Visi miljonāri, bagāti utt. Lej, lej, tikai puķītēm arī ko atstāj."	SPEECH
Īpaši saskan darbi ar runu veselības jomā, kad 2019. Gadā legāli strādājošie mikro darbinieki atstāti bez med pakalpojuma groza. Prozit.	SPEECH
sūda būšana un atkal tai nabaga tautai ciešanas .	SPEECH
purkšs	SPEECH
Gribēt nav kaitīgi	SPEECH
Saredzēt Oik afēru	SPEECH
Nezin kapēc vemt gribas	SPEECH
http://www.manaitautai.lv/lv/visas-kategorijas/prātam/politika,-tās-aizkulises/40-pozitīvisma-slavas-dziesmas-jaunajā-gadā-vai-esam-pieradināti-pie-daiļmuldēšanas	SPEECH
"Pareizi AZV izdarīja, ka izveda savu karaspēku no Sīrijas. \
Kurdu daudz, viņi paši uzvarēs."	SPEECH
Visu izšķirs Otkata apmērs	SPEECH
Pamuļķi pirmkārt banku aizvēra nelikumīgi un bez pierādījumiem!Otrkārt par šo joku samaksās nodokļu maksātāji!Treškārt nekāda izaugsme ekanomikā nav jo inflācija ir tuvu 7%.Rakasta autoram nolauzt koku kur saule neiespīd.Nav statistikas cik cilvēku aizbraukuši no Latvijas.	HATE
andri masan tadu idiotu ka tu tomer mums pietiek,kuri citu nelaimi,uztver ar zobosanos	HATE
Izlasi ASV agresiju hroniku!	SPEECH
Bļāviens pediņu bars ko jūs paši esat izdarījuši ,vairāk par atsukāšanu ne ko ,bet citus apdirst gan mākam,Kāda nozīme ko viņš pateica ,varēja vispār neko neteikt ,bet apdirst citus ir pretīgi	HATE
visskaistākā bilde ar skursteni, pa kuru tika izpūsta nodokļu maksātāju sūri grūti pelnītā nauda. Pārējās pilnas ar parazītiem.	SPEECH
oik, nanoūdeņi, citas shēmas un reformas zem droša spārna. Protams, acis jātur plaši vaļā un galva jāgroza, lai tā smuki un antipopuliski kādam noņemtu, lai kādam pieliktu. Priecīgu jauno gadu, latvieši.	SPEECH
Nodokļi jāmaksā,bet nodokļiem jābūt sakarīgiem un valdība nedrīgst zagt!	SPEECH
pieslienamās trepītes, pilnīgi pietiekami un tikai par kādiem pāris miljoniem. Par katru kāpsli...	SPEECH
Ģeņģi na veķer.	SPEECH
"Vispār sakot, visu labāk būtu, ja pensionāri valstī vispār nebūtu. Tas ir dabiski, ka visi vecie cilvēki ir miruši. \
Bet, ja kādam slikta veselība, tad vēlams mirt vēl ātrāk."	SPEECH
"Kad pū 1 sauc uz dzimteni,neviens nebrauc prom no pūstošiem rietumiem. (C) \
Tev nepatīk Krievija?"	SPEECH
Zaki, pensionārus apdrošina valsts.	SPEECH
Bet varbūt tu gribi redzēt viņu pēcpusi. Tas tagad moderni, vecis ar veci, dāma ar dāmu Eiripas vērtības. Klausies plānprātiņ! Reiz (1920-40) letiņi to pašu teica psar vācešiem. Un tikai šodien mēs redzam ko tas deva, ko patiesībā mēs zaudējam. Gudrs mācās no citu kļūdām, tikai pamuļķis no savējām.	SPEECH
patiešām, diezgan poētiski sanāca. Nav obligāti svētku reizē jāplātās ar oik un jāsola, ka valstī lielas korupcijas netiks atklātas. Priekš sakarīga nobeiguma man gan pietrūka - mēs esam stipri, mēs esam vareni. Lai ir intriga, kā to saprast. Priecīgu jauno gadu, latvieši. To novēlu arī latviešu valsts krieviešiem un melnīšiem, bet kā lai viņus pareizi nosauc?	SPEECH
Tad jau Tev ir kas slēpjams	SPEECH
Mūku un registrēto bezdarbnieku skaits, šogad Latvijā, būtiski pieaugs.	SPEECH
Cik bāzes putinam un cik trampam? Kurš no viniem pa visu pasauli?	SPEECH
Žēl, ka esi tik truls. Kamēr cilvēks nav atrasts viņu uzreiz nevar izsludināt par mirušu. Un ja nu viņš blakus mājā dzer?	SPEECH
Tas jau aizmirsies, galvenais ka Krievijā kas slikts noticis.	SPEECH
Larisa, tieši Red Zambala 01.01.2019 00:49 ņirgājās par Krieviju un cietušajiem. Padomju savienības nav. Bet skopais trans Red Zambala nezina, kas ir līdzjūtība, naudas vīzai žēl..	SPEECH
Kas ir civilizēta pasaule? Lūdzu definē to!	SPEECH
ja man tagad dakteri prasīs dārgāk par pohu salāpīšanu,tad jāturpina ar to pašu vodočku	SPEECH
Jā, tikai ar vienu precizējumu:tā ir daiļmuldēšanas lirika..	SPEECH
pilnīga kontrole un maksa par kontroli uz privāto kantori	SPEECH
"1936. gada Vasaras Olimpiskās spēles bija vienpadsmitās Vasaras Olimpiskās spēles. Tās no 1936. gada 1. līdz 16. augustam notika Vācijas pilsētā Berlīnē. Oficiāli spēles atklāja Ādolfs Hitlers. Olimpisko uguni iededza Frics Šilgens.\
Deja vu."	SPEECH
Labi,tad ko?	SPEECH
Rezumē: uz pohām jādod virsū!:D	SPEECH
5%...nu,nu! Ņemot vērā cik vēl strādā bez līgumiem un neoficiāli!!!	SPEECH
viss labi.	SPEECH
Nesaprotu Jus latviesus , kada vispar Jums ir starpiba par Putinu un to Krieviju , doma par savu valsti un Prezidentu , vini Krievija kut ka pasi tiks gala ....	SPEECH
vārdi man patika!	SPEECH
Rīgai bija oficiāls salūts? Rīdzinieka visās malās paši savu laida gaisā, gāja kā karā. Nu bet tiešām kāpēc vajadzēja vēl oficiāli ko taisīt, kuru neviens tāpat nepamanīja. Ne jau Jaungadā.	SPEECH
Toties produktu kvalitāte pasliktinājusies.	SPEECH
Patīkams raksts!	SPEECH
Kā kļūst par mūķeni? Vai var uz pusslodzi. Nu tipa es skaitos mūķene, bet eju uz savu aplokšņu darbu?	SPEECH
Man tāda sajūta ka tas pilnais grozs būs tāds patukšs.	SPEECH
Laimas un Staburadzes produkcija Orklas paspārnē ir nokritusi zem katras kritikas, investētāji un modernizētāji, 	SPEECH
"e-veselība joprojām pieejama tikai banku klientiem :(\
Lai precizētu savu statusu, nāksies doties vizītē pie ģimenes ārsta."	SPEECH
Ko tu streso? Tas ir normāli, ka ir elektroniskais reģistrs (kaut vai pat tik sūdīgs, un bez integrācijas starp sistēmām, kāds tas ir pie mums Latvijā). Tādās valstīs kā Holande un Vācija elektroniski par cilvēku ir zināms VISS, un nekādu problēmu.	SPEECH
"Ja likums stäjas spēkā 1.janvārī 2019, tad kapēc jāmaksā par 2018. gadu? Un kur datu aizsardzība, ka jebkurš medpersonāls var paskatīties visu par mani, kādam statusam atbilstu, kādām slimībām slimoju...\
NVD skaidroja, ka valsts, man strādājot par asistentu 1 grupas invalīdam, un maksājot soc nodokli par mani, varot nemaksāt PILNO SOC. NODOKLI. Būs jāstājas bezdarbniekos, tomēr paša veselība ar svarīga..."	SPEECH
Tev tualetē tā notiek.	SPEECH
Vajag diezgan stipras brilles,lai ieraudzītu Latvijas augšupeju.Protams,dažiem jau ir labi.Un tos,kas dzīvo ar iztikas minimumu,svētku reizē nav ko pieminēt.	SPEECH
Smiekli nāk - priekš kam man un simtiem tūkstošu citu darbaspējas vecumā esošo, vajag to izsmiekla vērto veselības apdrošināšanu? Pie ārsta eju reizi trīs-četros gados, un mierīgi samaksāju tos 30-50€ par vizīti. Turklāt eju uz kādu no privātajiem veselības centriem (ARS, VC4), un pie ārsta tieku TAJĀ PAŠĀ vai vēlākais nākošajā dienā, nevis kā idiots gaidu nedēļām vai mēnešiem rindā!	HATE
Ir jau vēl cits variants, kā no gangsteru filmām. Ievainotu bankas aplauppītāju aizved pie ārsta un viņa biedrs stāv blakus ar ieroci rokās, un skatās lai tā ievainotā ārstēšana notiktu bez kādiem sarežģījumiem. Arī tā cilvēki dara, kad nav citu alternatīvu.. Kaut pats esmu pensijā un man viss pienākās pēc pilna groza, pie ārstiem tomēr neeju un nav pat oficiāli sava ģimenes ārsta. Varētu savas polises obligāto pakalpojumu pāradresēt savan tuvam radiniekam, kurš ir 3. grupas invalīds, bet nevar strādāt vienalga, jo veselība tomērr neatļauj, bet arī tas nav paredzēts un to nedrīksts darīt ptreizējo mūsu likumu ietvaros. Varbūt to lietu var mainīt un novēlēt to valsts garantēto apdrošināšanu arī kādai citai prersonai, vai saviem ģimenes locekļiem.? Nekāda skāde jau nebūtu, jo vienalga tā nauda ir iemaksāta savā laikā un kur tad viņa paliek, ja tu pats viņu neizlieto.? Ja vienkārši pazūd valsts kasē, tad tā jau ir apzināta krāpšanās. Ir briesmīgi liela daļa cilvēku, kuriem ir laba veselība un kuri neapmeklē nekādus ārstus vispār, bet naudu taču viņi kārtīgi un regulāri iemaksā.?. Visi nav nemaz pat pensionāri, bet jauni cilvēki spēka gados.. Sadaliet to kas ir ienācis valsts kasē un ja nepietiek, tad gan var likt piemaksāt jau cilvēkiem pašiem..!	SPEECH
Kas tas par jaunu ekspertu visās jomās? Kad valsts pārstāvji sniegs ticamu un saprotamu analīzi par valsts ekonomisko stāvokli?	SPEECH
Tas bija pasūtījums oficiantam? :G:	SPEECH
Nevimes bet jus	SPEECH
"Es jau arī domāju, ka rosols, ne rasols. Ne mana mamma, ne vecāmamma, ne kāds cits no radiem to nekad nav saucis savādāk, kā par ROSOLU. Nekad no neviena cita tautā neesmu dzirdējis savādāk, kā tikai rosols. Rasols nez kāpēc ir sastopams tikai rakstītā veidā.\
Es domāju, ka vārda rasols sakne nāk no krieviskā soļ - sāls. Sāļie ēdieni, saldie ēdieni. Šajā gadījumā droši vien uzsvars uz sāļajiem salātiem. Ar diviem s - rassol, tas jau ir sālījuma šķidrums."	SPEECH
A informācijas sadaļa joprojām tuksha...	SPEECH
Kaža- laikam smadzeņu vietā Tev tukšums. Un neko nesaproti no slēpošanas māki tikai grudri muti virināt.	HATE
ja premjers runā par izpalīdzēšanu ziedojumu veidā,tad jā-mēs to naudiņu saziedosim,ja vien pēc jaunajiem nodokļiem,tarifiem,kungu alkatības remdēšanas,kas paliks pāri.	SPEECH
Tas pārsteidzoši, ko cilvēki redz. Visus fascinēja sprāgstošais pulveris, neviens neredzēja biezos, toksiskos dūmu mākoņus, kas tūdaļ nolaidās uz Rīgu. Sakarīgā sabiedrībā salūts ir absolūts idiotisms un salūta spožumā var novērtēt sabiedrības kopējo degradācijas pakāpi. Rīga degradējusi pilnībā. Zudusī pilsēta. Zombiju kuncentrēšanās vieta.	HATE
Tataru.-mongoļu jūga sekas krievijzā atbalsojas arī pie mums	SPEECH
Figļi jājauc, pašas sabruks. Re, Mežciemā vienai jau pirms pāris gadiem griesti iegāzās.	SPEECH
Klausoties tos abus ēzeļus, rodas jautājums- kurā latvijā viņi dzīvo?	HATE
Kur vislabak pavērot viļņus Rīgā?	SPEECH
"Eh, muļķa tauta!Paši savām rokām šo taisnprātīgo politiķi norakāt, balsojot par populistiem, cirka klauniem un librastiem!\
Nu , jums būs jāsaņem sods!"	HATE
Kopš kura laika tad Donbasu amerikosi uztaisīja? Kamēr tava draudzīgā Krievija nebija Donbasā sākusi ārdīties, amerikosi pat nezināja, kur tāds Donbass atrodas.	SPEECH
Cik tad iztempi ka šitā muldi?	SPEECH
Smieklīgi, kā abi no lapiņām (titru mašīnām) lasīja! Pēc acu kustībām varēja redzēt! Un tās frāzes u.c.! Kauns! Par mietiem, aploksnēm, IKp, (kuri nav!)- ūdens ūdenim galā! Un sakārtojusi... Izglītība nogremdeta, medicīna arī...! Ja to sauc par sakārtošanu, tad bail domāt, kas darās viņa personīgajā mājā!	SPEECH
"Vārdi.\
A praksē kas būtu bijis? Laža kā parasti? Turklāt, ar nokavēšanos.\
Vienam lielveikalam pašiem celtņu pietika."	SPEECH
Teica Rīgā koncentrējies zombijs Vision.	SPEECH
Taisnība par izstāšanās mehānismu. Krievu laikos PSRS/komunisma ideju fanus labi nokaitināja naīvs jautjiens- Tā kā PSRS konstitūcijā (bija) paredzēts, ka republikas var izstāties, kā praktiski LPSR to varētu izdarīt. Jautājuma objekts tad piepūtās un sāka purēt, kā tāds Puķins, kam atgādinājuši, ka Krima pieder Ukrainai un tai nozagta (Eksperiments nav ieteicams, par to var saņemt lodi Centrālāfrikas Republikā).	SPEECH
Tak tāpat tie cilvēki mirs gan ar pilnajiem groziem, gan ne pilnajiem tāli at kā mirst gan ar pilniem, gan nepilniem makiem. Apple dibinātājam Stīvam Dzobsam bija ļoti, ļoti, ļoti pilns grozs, bet tas tāpat viņu neglāba no nāves. No kaut kā jau mums visiem jāmirst un reizēm nomirt ātrāk pat ir foršāk nekā paildzināt mokas guļot pielēgtam pie sistēmām un esot atkarīgam no med personāla.	SPEECH
"pārtraucam tautu padarīt slimu! Viedi un stipri vīri, kuri dibināja Latvijas valsti un rakstīja tās Satversmi, jau ir izstrādājuši mūsu valsts veselības aprūpes sistēmas vīziju, būtību un uzdevumus.\
\
Satversmes 111. punktā ir skaidri un gaiši teikts - Latvijas valsts aizsargā iedzīvotāju veselību un nodrošina minimālu medicīnisko palīdzību.\
\
Diemžēl pašlaik Latvijā ir pilnīgi pretēji - minimāli tiek aizsargāta un veicināta iedzīvotāju veselība, bet simtiem miljonu eiro tiek novirzīti slimību ārstēšanai.\
\
Latvijā cilvēki tiek padarīti slimi. Ar katru gadu slimību pabalstos izmaksātā summa pieaug par 20-40 miljoniem eiro, 2016. gadā tie bija 120-140 miljoni eiro.\
\
Faktiski ar nodokļu maksātāju naudu mēs atbalstām citu zemju tautsaimniecību - ārzemju zāļu un medicīnas iekārtu ražotājus. Tiem ir izdevīgi, lai tauta būtu slima un atkarīga no zālēm, nevis vesela, domāt un rīkoties spējīga.\
\
Kas ir jādara?!\
\
- Rīkojot informatīvas kampaņas, algojot speciālistus, izskaidrojam, ko nozīmē dzīvot veselīgi - kāpēc ir nepieciešamas fiziskās aktivitātes, uzturēšanās svaigā gaisā, veselīgs uzturs, atpūta, regulāras profilaktiskās veselības pārbaudes u.c.\
\
Tagad mēs ejam vieglāko ceļu, slinkojam un saslimstot meklējam ārsta palīdzību, tādējādi tērējam valsts nodokļu maksātāju naudu. Nerunājot par smēķētājiem un alkohola lietotājiem, kuri apzināti bojā veselību! Jebkuras zāles, ko lietojam, bojā kādu citu orgānu veselību. Un kurš gan spēs pateikt - vai esi izveseļojies zāļu vai placebo efekta ietekmē?\
\
- Fiziskajām aktivitātēm jābūt pieejamākām un tām ir nepieciešams valsts finansiāls atbalsts. \
\
- Liela nozīme ir veselīgam uzturam, jāēd viss, kas organismam ir nepieciešams - dārzeņi, salāti, piena produkti, gaļa utt. Ar pārtiku uzņemot visas nepieciešamās vielas, organisms neslimos (izņēmums varētu būt ģenētiskās slimības). Piemēram, vēža profilaksei speciālisti iesaka uzturā vairāk lietot produktus, kas organismā rada sārmainu vidi (dārzeņus, salātus), jo tad ir mazāks risks attīstīties ļaundabīgajām šūnām.\
\
- Latvijai jākļūst par veselīga uztura eksportētājvalsti. Nodokļu maksātāju naudu, kuru valsts novirza, atbalstot ārzemju medicīnas industriju, ir jāiegulda veselīgas pārtikas ražošanas attīstībā. Valstij jāatbalsta vietējie ražotāji ar labvēlīgu nodokļu sistēmu, sniedzot finansiālu, kā arī cita veida atbalstu. Risinājums būtu arī pārtikas precēm noteikt valsts pārdošanas cenu, lai ražotāji konkurētu nevis ar lētāku cenu, bet ar kvalitāti, ražojot veselīgu pārtiku.\
\
Ulmaņlaikos Latvija bija viena no lielākajām sviesta eksportētājvalstīm Eiropā. Latvijai ir visas iespējas kļūt par vienu no lielākajām veselīgas pārtikas ražotājvalstīm – līdzīgi kā Šveice.\
\
- Atbalstam, nevis nežēlīgi un agresīvi norokam savējos - politiķus, uzņēmējus, māksliniekus, kas atšķiras no citiem, nāk ar savu viedokli, spēju nopelnīt - gan sev, gan arī valstij, sabiedrībai. Spilgts piemērs tam bija nesenā pretvēža zāļu Rigvir sāga. Mani personīgi šokēja tas, ar kādu niknumu latvieši ir gatavi iznīcināt savu tautieti – zāļu ražotāju. Identiska situācija bija arī ar suņu barības DOGO ražotāju.\
\
Latvijas veselības aprūpes prioritātei jābūt veselības aizsardzībai un tikai tad seku likvidēšanai – slimību ārstēšanai.\
\
Gana bendēt tautu, atbalstot farmācijas un medicīnas iekārtu industriju!\
\
Mens sana in corpore sano - veselā miesā, vesels gars."	HATE
Pensionāri ir automātiski apdrošināti un viņiem papildus nekas nav jāmaksā. Rakstīts taču...	SPEECH
Jā,jā jūs jau esat rādījuši ,stiprus parādus un tālāk ko???? Kaunu un negodu Latvijas tautai .	HATE
Cik tad ierāvi ka šitā muldi?	SPEECH
Vistrakàk cietīs tieši daudzi tùkstoši otrãs grupas invalīdi, kuri pateicoties Eiropas Savienības regulām tika pataisīti par trešās grupas invalīdiem. Tiem sliktãs veselības dēļ vispirms noņēma invalīdu pensijas.Jo otrā grupa tomēr deva iespēju saņemt pienācīgus procentus no soc.iemalsām.Daudzi 400 € vietã saņem 80 līdz 150€.Tas jau bija milzīgs trieciens zem jostas vietas.Tagad lūdzu nogriežam kompensējamãs zãles.Izmeklējumus.Kur tad viņi ņems tos 250€ lai apdrošinãtos?Tad jau ar 1. janvàri vajadzēja arī valstī atļaut veikt eitanàzijas.Lai cilvèki nemist mokàs.Lai aizoet kà nevajadzīgi suņi.	SPEECH
ne Putins,ne Medvedjevs neatkāpjas no amatiem ,bet Dombrovskim bija dūša atkāpties no amata.Tie pārējie 69 jau debesīs nav,bet lēnām velk ārā lai tauta riktīgi izraudātos un AMEN.	SPEECH
Vispār jau dabasgāzes eksplozijas koncentrācijai ir ne šibko plašs diapazons. Kļūdās bieži, gaisā kļūdas dēļ iet ļoti, ļoti reti.	SPEECH
Nu skaisti vārdi!Un daudz tautai ir darīts pāri.Saziedots ir vairāk, nekā valsts atbalsts saņemts.Jaunais gads nāk ar izmaiņām veselības aprūpē, maksas pieaugumu par gāzi, siltumu, ar cīņu par zemi zem daudzīvokļu namiem, NĪN vienīgajam mājoklim, OIK , pensijas vecuma paaugstināsanu un joprojām aplikšanu ar ienākumu nodokli, korupciju, nedienas ar RNP, Rīgas satiksmi, narkomāns Jūrmalas mēra amatā un daudzas citas lietas.Tā kā prieka maz, jo cilēkiem nav parliecības par rītdienu.	SPEECH
Ugunsgrēkos dēļ īssavienojumiem aiziet bojā daudz vairāk kā dēļ gāzes eksplozijas.	SPEECH
Oleg Krasnapjorov ja Tu neredzi , ka Latvijas tautsaimniecības problēma ir zemā pirktspēja, tad piedod tu esi nekam nederigs ekonomists. Tad kad arī iedzīvotāju pirktspēja/alga, ne tikai cenas veikalos, būs kā Eiropas Savienībā ar kopīgo naudu eiro, tad arī tautsaimniecība un uzņēmējdarbība sāks uzplaukt. Reiz ieraugam šo elementāro sakarību!!!	SPEECH
NVD skaidroja - jo likumā teikts, ka jaunā kārtība stājas spēkā ar 2018.gadu, bet ir pārejas laiks gads, kura laikā var samaksāt, bet slimnīcās vēl nešķiro pēc statusiem.	SPEECH
Galvā naglas, krūtīs gludeklis un vēderā ezis.	SPEECH
Kā pa miglu mana dzīvē iet	SPEECH
Parastajiem apdrošinātājiem arī ir tāds niķis, nosaukt polisi par super-zelta-ekskluzīvo, bet kad vajag kaut ko nosegt, tad izrādās ka pusi pašam jāmaksā.	SPEECH
Tas sūds jau nestrādā! Tā atvainošanās birka tur jau nedēļu karājas! ČAKŠA,BEIDZ LAKT ŠAMPIŅU UN EJ LABO PARIKTI!	HATE
Pilnībā piekrītu.Pie tam privātajos veselības centros tiešām kaut ko dara nevis kā valsts apmaksātie slakteri kuriem viss po...hui.	HATE
Nekas,pārdzīvojām krievu carus,pārdzīvosim arī šito pūtienu.	SPEECH
Mietus iedzina savējiem apkārt, ne mietu. Robežas ir labi iezīmētas, ja pārkāps - uzdurs uz mieta.	SPEECH
"Lacauss////////////////////////////\
Nu gan tu sasapņojies."	SPEECH
Laima jau drīzumā pārstās ražot pilnībā šokolādi. Visa šokolāde zem Laimas logo tiek ražota Kalevā Igaunijā. Te paliek tikai cepumi un zefīri.	SPEECH
Lohs	HATE
Visi nav bomži, nespried pēc sevis!	HATE
"kurš dzivienieks piedzirdījis minku \
pec bildes to var noprast \
un apsveicu ar laimīgi jauno gadu"	SPEECH
paņirgājās par jaunajiem politiskajiem spēkiem,kas nevarot izveidot valdību	SPEECH
Jums abiem identisks runas/rakstīšanas stils un ne tikai te.. Esat žurnālists, kas ar sevi sarunājas vai tēlosim sakritību? :D Varat neatbildēt, bet, ja tā ir sakritība, tad esat baigie frukti, malači..	SPEECH
Tādi jau tie galma astrologi ir.Vienmēr deguns gaisā.	SPEECH
